DATE;PRICE-AVG;PRICE-MAX;PRICE-MIN;TEMP;PREC;;;
2018.01.01;35,42;18,70;45,66;12,11;0,35;;;
2018.01.02;38,68;23,98;45,26;11,79;0,07;;;
2018.01.03;38,27;28,67;44,18;13,13;1,17;;;
2018.01.04;38,69;24,06;44,81;12,22;1,59;;;
2018.01.05;37,35;26,16;45,05;12,21;0,7;;;
2018.01.08;40,29;29,91;45,41;12,08;0;;;
2018.01.09;40,91;31,19;46,12;12,48;0,04;;;
2018.01.10;41,62;30,35;46,16;12,88;0,01;;;
2018.01.11;40,14;32,37;45,15;14,57;1,23;;;
2018.01.12;41,85;26,29;45,61;13,53;0,49;;;
2018.01.13;40,86;32,90;44,62;13,04;0,6;;;
2018.01.14;39,18;29,61;44,59;12,47;0,33;;;
2018.01.15;42,39;27,42;46,96;11,5;0,03;;;
2018.01.16;41,83;34,45;45,42;12;0,36;;;
2018.01.17;40,91;33,38;45,40;11,86;0,43;;;
2018.01.18;41,08;25,44;46,44;11,68;1,9;;;
2018.01.19;41,59;34,50;46,92;10,8;1,13;;;
2018.01.20;39,34;26,85;46,46;10,63;0,06;;;
2018.01.21;37,92;26,85;43,75;12,9;1,07;;;
2018.01.22;41,44;32,17;47,32;12,94;1,61;;;
2018.01.23;40,68;32,22;46,35;11,75;0,95;;;
2018.01.24;38,13;27,00;46,44;11,48;0,31;;;
2018.01.25;38,25;27,24;46,55;12,1;1;;;
2018.01.26;41,50;32,31;47,58;11,29;0,78;;;
2018.01.27;39,21;32,16;46,24;10,69;0,08;;;
2018.01.28;38,68;29,97;45,03;10,46;0;;;
2018.01.29;41,63;31,07;47,19;10,42;0;;;
2018.01.30;41,15;32,08;46,10;11;0;;;
2018.01.31;40,27;25,41;45,96;11,92;0,03;;;
2018.02.01;39,40;27,82;46,59;11,88;0,03;;;
2018.02.02;37,47;26,78;46,20;12,73;0,08;;;
2018.02.03;37,57;21,14;46,22;15,76;0,05;;;
2018.02.04;31,62;6,41;46,59;16,02;0,76;;;
2018.02.05;41,06;34,62;46,46;16,23;0,19;;;
2018.02.06;41,93;33,57;46,49;14,38;0,09;;;
2018.02.07;38,07;27,87;46,40;15,84;0,15;;;
2018.02.08;36,98;27,85;43,92;16,19;0,32;;;
2018.02.09;38,30;27,62;46,04;16,71;0,01;;;
2018.02.10;37,98;27,46;46,15;16,25;0,47;;;
2018.02.11;29,93;6,38;45,87;17,4;0,69;;;
2018.02.12;37,53;26,61;45,77;15,34;0,18;;;
2018.02.13;41,72;26,57;46,60;14,05;0,25;;;
2018.02.14;34,88;21,34;44,81;14,37;0,88;;;
2018.02.15;33,34;6,39;41,87;16,29;0,58;;;
2018.02.16;34,32;21,26;43,62;17,07;0,53;;;
2018.02.17;36,05;29,76;43,10;16,28;1,17;;;
2018.02.18;35,80;25,97;45,06;15,95;0,48;;;
2018.02.19;37,41;25,97;46,08;14,26;0,02;;;
2018.02.20;39,72;36,28;46,47;15;0,42;;;
2018.02.21;38,61;21,47;46,39;15,63;0,37;;;
2018.02.22;40,37;33,44;46,24;14,82;0,81;;;
2018.02.23;39,43;35,78;46,11;15,25;0,43;;;
2018.02.24;40,96;26,84;46,48;14,92;0,78;;;
2018.02.25;35,75;25,49;46,17;14,15;1,14;;;
2018.02.26;37,48;23,00;46,12;13,48;0,97;;;
2018.02.27;39,74;31,31;43,97;14,86;0,35;;;
2018.02.28;39,67;26,81;46,53;14,88;0,83;;;
2018.03.01;40,83;33,23;46,56;15,32;0,29;;;
2018.03.02;35,24;23,69;46,56;15,54;0,1;;;
2018.03.03;32,11;21,28;43,57;16,7;0,41;;;
2018.03.04;24,29;0,00;43,58;16,55;1;;;
2018.03.05;36,10;12,88;45,91;17,22;0,15;;;
2018.03.06;30,04;10,65;39,29;17,72;0,54;;;
2018.03.07;30,67;10,64;43,56;17,51;0,2;;;
2018.03.08;32,27;12,72;42,20;18,03;0,87;;;
2018.03.09;33,56;21,13;41,24;17,34;0,22;;;
2018.03.10;35,06;26,63;41,58;16,78;0;;;
2018.03.11;32,60;20,03;43,63;16,51;0,01;;;
2018.03.12;36,34;26,62;46,18;17,74;0,01;;;
2018.03.13;32,04;25,14;37,74;17,5;0,36;;;
2018.03.14;33,45;26,09;40,16;17,4;0,32;;;
2018.03.15;34,89;16,69;42,79;16,35;0,37;;;
2018.03.16;32,28;24,74;44,77;16,15;0,2;;;
2018.03.17;24,93;6,23;41,50;19,13;0;;;
2018.03.18;17,39;0,00;42,58;22,73;0,11;;;
2018.03.19;31,18;10,38;42,58;21,13;0,11;;;
2018.03.20;32,41;18,52;40,96;20,72;0,12;;;
2018.03.21;33,25;25,91;44,34;18,63;0,02;;;
2018.03.22;33,59;26,78;38,26;19,21;0,12;;;
2018.03.23;34,18;25,74;44,52;22,26;0,23;;;
2018.03.24;36,84;25,57;44,19;20,28;0,8;;;
2018.03.26;34,07;23,86;44,17;18,77;0,1;;;
2018.03.27;34,47;25,17;43,05;20,81;0,2;;;
2018.03.28;38,14;27,30;43,32;20,45;0,96;;;
2018.03.29;35,92;19,17;43,67;20,29;1,21;;;
2018.03.30;37,19;20,42;43,88;16,59;0,12;;;
2018.03.31;36,37;25,52;44,19;18,46;0;;;
2018.04.01;24,63;6,13;44,10;20,15;0,2;;;
2018.04.02;40,11;18,55;45,41;18,5;0,34;;;
2018.04.03;42,10;34,71;44,67;18,88;0,01;;;
2018.04.04;40,42;25,53;44,91;18,78;0;;;
2018.04.05;38,94;25,38;44,94;20,3;0;;;
2018.04.06;41,06;32,88;44,42;21,98;0,03;;;
2018.04.07;40,02;30,21;44,60;22,78;0,18;;;
2018.04.08;34,04;30,22;43,54;21,08;0,17;;;
2018.04.09;38,85;29,61;44,13;19,51;0,75;;;
2018.04.10;40,45;37,79;44,28;18,65;0,85;;;
2018.04.11;39,19;29,63;43,12;19,7;0,64;;;
2018.04.12;35,85;28,94;42,09;20,26;0,15;;;
2018.04.13;38,97;32,38;43,05;20,58;0,03;;;
2018.04.14;36,95;29,76;42,97;21,68;0,01;;;
2018.04.15;33,95;27,77;42,47;22,24;0;;;
2018.04.16;38,49;27,77;43,24;22,11;0,01;;;
2018.04.17;40,92;35,03;43,35;22,07;0,05;;;
2018.04.18;41,48;36,86;43,31;22,52;0;;;
2018.04.19;39,70;29,73;42,89;22,43;0,02;;;
2018.04.20;38,62;30,10;43,79;20,61;0,78;;;
2018.04.21;35,95;28,11;43,61;19,58;0,45;;;
2018.04.22;38,77;28,11;44,82;19,8;0,33;;;
2018.04.23;39,14;28,11;44,41;20,19;0;;;
2018.04.24;42,08;36,14;44,21;21,65;0,01;;;
2018.04.25;42,39;36,03;44,27;25,17;0,01;;;
2018.04.26;42,23;36,89;44,39;25,29;0,13;;;
2018.04.27;41,64;33,23;45,14;24,21;0,15;;;
2018.04.28;38,61;28,64;44,49;24,8;0,34;;;
2018.04.29;36,64;20,19;44,66;23,98;0,1;;;
2018.04.30;42,61;30,88;45,47;23,66;0,21;;;
2018.05.03;36,87;26,70;43,37;26,47;0,07;;;
2018.05.04;34,32;25,22;40,11;28,3;0,21;;;
2018.05.05;34,33;23,55;40,23;26,68;0,38;;;
2018.05.06;33,93;25,90;42,77;22,88;1,25;;;
2018.05.07;34,30;24,92;40,42;22,82;0,62;;;
2018.05.08;34,99;25,97;40,53;20,25;2,16;;;
2018.05.09;34,18;28,49;38,31;20,73;0,66;;;
2018.05.10;34,40;28,53;37,78;21,17;0,48;;;
2018.05.11;35,36;29,75;41,57;22,07;0,62;;;
2018.05.12;31,78;25,48;37,24;22,35;0,53;;;
2018.05.13;26,06;9,80;42,37;21,81;0,39;;;
2018.05.14;34,73;18,82;42,39;21,9;0,08;;;
2018.05.15;33,85;19,33;42,51;22,83;0,1;;;
2018.05.16;34,21;21,78;40,86;24,82;0,11;;;
2018.05.17;34,76;23,08;38,30;26,73;0,31;;;
2018.05.18;37,31;23,81;41,21;28,5;0,35;;;
2018.05.19;35,68;26,56;39,84;29,19;0,15;;;
2018.05.20;34,40;14,04;40,60;28,3;0,25;;;
2018.05.21;35,10;9,48;40,96;27,18;0,21;;;
2018.05.22;34,17;18,51;38,88;27,2;0,13;;;
2018.05.23;36,12;21,02;39,42;27,87;0,08;;;
2018.05.24;34,85;21,90;38,00;26,6;0,25;;;
2018.05.25;35,21;22,40;38,58;26,34;0,56;;;
2018.05.26;34,47;17,90;38,16;25,81;0,44;;;
2018.05.27;24,11;0,20;39,35;27,74;0,42;;;
2018.05.28;34,76;5,44;39,38;27,82;0,25;;;
2018.05.29;35,75;28,04;38,33;26,99;0,32;;;
2018.05.30;35,08;21,56;39,37;25,27;0,76;;;
2018.05.31;36,21;19,30;41,57;23,99;1,07;;;
2018.06.01;33,82;18,75;41,22;24,71;0,39;;;
2018.06.02;32,38;18,28;40,03;27,04;0,35;;;
2018.06.03;34,02;6,32;40,57;25,71;0,3;;;
2018.06.04;34,01;5,56;40,36;25,73;0,18;;;
2018.06.05;34,88;22,14;39,82;26,72;0,34;;;
2018.06.06;34,31;22,13;40,21;27,61;0,17;;;
2018.06.07;35,90;31,43;40,12;29,37;0,15;;;
2018.06.08;35,33;26,46;40,65;30,97;0,03;;;
2018.06.09;36,72;26,52;41,17;30,45;0;;;
2018.06.10;32,93;0,20;40,90;28,93;0,18;;;
2018.06.11;34,38;25,60;40,73;27,3;0,23;;;
2018.06.12;34,74;23,27;40,66;27,55;0,21;;;
2018.06.13;37,48;26,23;40,65;26,86;0,29;;;
2018.06.14;32,64;26,09;39,55;27,59;0,49;;;
2018.06.15;27,65;5,01;40,41;28,14;0,21;;;
2018.06.16;31,80;8,90;40,10;27,73;0,54;;;
2018.06.17;32,12;18,29;39,58;26,68;0,68;;;
2018.06.18;35,00;25,61;39,83;25,91;0,35;;;
2018.06.19;35,05;26,46;41,23;27,41;0,41;;;
2018.06.20;34,64;25,47;41,05;27,69;0,38;;;
2018.06.21;36,96;29,58;41,51;27,71;0,59;;;
2018.06.22;37,59;30,03;41,65;28,68;0,59;;;
2018.06.23;33,81;25,62;41,46;28,44;0,62;;;
2018.06.24;32,84;21,35;41,55;29,28;0,48;;;
2018.06.25;33,45;25,51;40,98;30,72;0,15;;;
2018.06.26;34,11;25,66;41,29;30,14;0,64;;;
2018.06.27;35,67;22,94;41,72;29,97;0,45;;;
2018.06.28;34,76;18,38;42,01;31,48;0,26;;;
2018.06.29;35,35;26,27;41,56;31,52;0,24;;;
2018.06.30;36,77;26,23;42,62;29,28;0,5;;;
2018.07.01;36,05;26,23;43,04;28,72;0,29;;;
2018.07.02;36,80;24,35;42,28;30,11;0,01;;;
2018.07.03;36,94;26,24;42,26;32,23;0,02;;;
2018.07.04;35,98;25,72;41,36;33,12;0,01;;;
2018.07.05;38,21;27,97;41,65;33,62;0,01;;;
2018.07.06;38,37;27,75;42,59;33,36;0;;;
2018.07.07;36,68;26,09;40,49;31,74;0;;;
2018.07.08;37,43;27,63;42,21;31,23;0,09;;;
2018.07.09;39,80;26,90;42,80;30,5;0,04;;;
2018.07.10;40,46;36,42;43,67;32,09;0,17;;;
2018.07.11;39,51;33,05;45,16;31,87;0,03;;;
2018.07.12;36,48;32,47;40,99;31,15;0,06;;;
2018.07.13;35,71;26,61;40,06;32,32;0,06;;;
2018.07.14;35,71;30,82;38,75;33,33;0,38;;;
2018.07.15;35,17;21,96;43,42;32,93;0,19;;;
2018.07.16;37,69;30,82;43,53;30,93;0,16;;;
2018.07.17;38,28;31,81;43,11;31,58;0,09;;;
2018.07.18;38,26;32,16;43,75;32,5;0,37;;;
2018.07.19;37,95;31,90;42,69;29,48;0,5;;;
2018.07.20;37,97;32,53;43,81;28,88;0,25;;;
2018.07.21;36,73;22,19;43,84;30,45;0,13;;;
2018.07.22;34,94;22,19;44,12;32,87;0,1;;;
2018.07.23;38,84;22,19;44,08;32,95;0,03;;;
2018.07.24;38,23;34,00;42,98;33,44;0,87;;;
2018.07.25;36,54;31,86;40,28;30,51;0,49;;;
2018.07.26;38,82;33,38;43,79;28,95;0,28;;;
2018.07.27;39,38;32,77;44,23;28,92;0,32;;;
2018.07.28;36,25;21,86;39,00;29,84;0,24;;;
2018.07.29;35,11;21,86;40,51;30,01;0,22;;;
2018.07.30;37,96;29,96;44,16;30,48;0,1;;;
2018.07.31;39,31;21,73;44,46;30,53;0,21;;;
2018.08.01;45,04;32,28;54,15;31,14;0,06;;;
2018.08.02;48,14;30,33;53,14;31,3;0,11;;;
2018.08.03;47,03;42,09;51,52;33,93;0,08;;;
2018.08.04;45,13;33,92;50,56;31,38;0,67;;;
2018.08.05;44,74;29,05;51,86;31,15;0,11;;;
2018.08.06;47,74;30,58;54,11;31,08;0,22;;;
2018.08.07;47,59;40,89;52,58;29,96;0,12;;;
2018.08.08;45,19;37,44;49,42;31,64;0,26;;;
2018.08.09;44,94;28,40;49,66;32,73;0,03;;;
2018.08.10;43,54;27,29;48,57;32,12;0;;;
2018.08.11;42,99;32,46;45,29;31,98;0;;;
2018.08.12;42,08;24,88;47,61;31,37;0,01;;;
2018.08.13;47,15;24,59;53,19;31,33;0;;;
2018.08.14;41,82;29,24;44,35;32,42;0;;;
2018.08.15;43,36;23,42;47,07;33,07;0;;;
2018.08.16;47,37;32,43;49,15;30,4;0;;;
2018.08.17;49,64;39,93;52,15;30,6;0,06;;;
2018.08.18;44,70;30,98;48,36;30,1;0,02;;;
2018.08.19;41,40;17,55;47,83;30,97;0,04;;;
2018.08.20;42,07;15,34;47,89;30,48;0,03;;;
2018.08.21;40,52;22,21;48,18;29,89;0,12;;;
2018.08.22;40,44;18,67;47,80;30,57;0,02;;;
2018.08.23;40,50;15,71;48,28;33,1;0,04;;;
2018.08.24;40,78;16,91;49,11;30,53;0,01;;;
2018.08.25;42,92;21,75;48,95;32,27;0,02;;;
2018.08.26;44,52;24,78;48,66;30,2;0,04;;;
2018.08.27;46,37;24,78;49,95;30,13;0,08;;;
2018.08.28;45,59;31,91;47,56;29,57;0,48;;;
2018.08.29;46,41;31,37;49,51;29,23;0,05;;;
2018.08.30;43,15;23,13;47,24;30,21;0,04;;;
2018.08.31;42,66;29,28;46,70;31,79;0;;;
2018.09.01;42,90;22,78;46,73;32,33;0,01;;;
2018.09.02;41,00;22,78;46,30;31,15;0;;;
2018.09.03;44,46;22,78;48,44;31,25;0;;;
2018.09.04;45,76;25,94;48,67;30,3;0,03;;;
2018.09.05;45,32;25,91;48,69;29,65;0,24;;;
2018.09.06;45,39;29,63;48,24;28,32;1,58;;;
2018.09.07;46,33;30,01;49,12;28,71;0,53;;;
2018.09.08;45,87;30,61;48,46;27,48;0,16;;;
2018.09.09;40,95;23,27;47,32;28,59;0,24;;;
2018.09.10;44,59;26,88;49,03;27,81;0,4;;;
2018.09.11;45,05;30,76;48,62;27,08;0,13;;;
2018.09.12;43,00;30,02;47,74;29,56;0,08;;;
2018.09.13;44,65;23,58;48,58;29,52;0,5;;;
2018.09.14;46,57;31,22;50,03;30,65;1,07;;;
2018.09.15;46,30;24,34;49,53;27,13;0,2;;;
2018.09.16;42,27;24,34;49,33;27,93;0,1;;;
2018.09.17;44,08;24,34;50,33;28,8;0,08;;;
2018.09.18;43,53;30,68;48,93;29,57;0,01;;;
2018.09.19;43,75;29,98;48,37;29,39;0;;;
2018.09.20;44,88;30,72;49,59;28,62;0,01;;;
2018.09.21;44,79;33,64;49,42;28,37;0,02;;;
2018.09.22;45,68;33,81;48,81;28,28;0;;;
2018.09.23;42,66;30,43;48,53;28,03;0;;;
2018.09.24;45,58;33,81;49,61;28,62;0;;;
2018.09.25;43,01;23,81;48,43;27,76;0,72;;;
2018.09.26;42,09;22,08;49,27;27,36;0,19;;;
2018.09.27;42,35;24,23;49,58;27,51;0,02;;;
2018.09.28;46,83;35,50;51,81;27,24;0,16;;;
2018.09.29;46,58;35,89;50,99;27,8;0,24;;;
2018.10.01;47,65;32,30;52,38;27,63;0,58;;;
2018.10.02;47,15;25,19;52,46;26,82;0,15;;;
2018.10.03;49,46;41,78;52,47;26,55;0,01;;;
2018.10.04;47,13;41,39;50,98;26,4;0,18;;;
2018.10.05;43,66;24,67;50,47;27,15;0;;;
2018.10.06;42,62;24,52;49,60;26,16;0;;;
2018.10.07;41,30;7,04;49,51;26,43;0;;;
2018.10.08;45,04;35,23;50,89;25,89;0,09;;;
2018.10.09;45,91;35,35;50,88;24,84;0,15;;;
2018.10.10;45,29;24,79;51,15;25,03;0,26;;;
2018.10.11;46,37;35,06;51,55;25,65;0,15;;;
2018.10.12;147,43;25,07;51,83;25,13;0,44;;;
2018.10.13;144,32;25,58;51,39;23,61;0,46;;;
2018.10.14;145,37;18,38;52,37;24,95;0,05;;;
2018.10.15;144,94;20,58;52,96;25,49;0,04;;;
2018.10.16;148,82;39,63;53,35;25,82;0,09;;;
2018.10.17;147,91;25,94;53,48;26,36;0,22;;;
2018.10.18;150,17;26,44;55,43;27,38;0,11;;;
2018.10.19;152,86;43,62;56,98;26,87;0,09;;;
2018.10.20;150,95;43,38;55,53;24,82;0,44;;;
2018.10.21;146,86;26,96;54,65;22,6;0,5;;;
2018.10.22;149,29;23,24;55,90;22,68;0,09;;;
2018.10.23;150,44;26,73;55,71;24,04;0,28;;;
2018.10.24;149,68;26,27;54,36;24,44;0,5;;;
2018.10.25;146,98;26,77;54,59;20,17;1,81;;;
2018.10.26;148,48;27,00;55,71;17,52;0,77;;;
2018.10.27;147,11;27,21;55,38;17,28;0;;;
2018.10.28;143,84;7,82;55,83;18,42;0;;;
2018.10.29;147,11;4,69;56,10;19,9;0;;;
2018.10.30;149,69;16,30;56,85;20,72;0;;;
2018.10.31;153,30;27,79;57,42;21,08;0,01;;;
2018.11.01;149,48;24,09;52,89;21,16;0;;;
2018.11.02;47,41;27,02;50,80;21,72;0;;;
2018.11.03;46,58;35,18;50,08;22,5;0,03;;;
2018.11.04;43,35;26,65;50,05;22,23;0,17;;;
2018.11.05;47,67;32,33;50,55;20,85;0,62;;;
2018.11.06;47,57;39,02;51,18;18,91;0,02;;;
2018.11.07;47,70;27,37;50,46;19,54;0,14;;;
2018.11.08;48,52;40,35;50,32;18,76;0,12;;;
2018.11.09;47,32;27,30;50,04;18,99;0,02;;;
2018.11.11;47,37;42,34;50,29;17,94;0,45;;;
2018.11.12;47,26;27,62;50,09;18,61;0,04;;;
2018.11.13;47,62;31,58;49,76;18,25;0,04;;;
2018.11.14;47,59;27,67;49,77;18,03;0,87;;;
2018.11.15;48,34;38,88;50,22;15,37;0,95;;;
2018.11.16;48,03;20,56;50,97;14,3;0,52;;;
2018.11.17;48,77;35,79;50,39;13,4;1,05;;;
2018.11.18;45,48;21,81;50,91;15,78;0,71;;;
2018.11.19;45,50;9,06;51,67;17,23;0,42;;;
2018.11.20;49,22;37,19;51,42;17,55;0,03;;;
2018.11.21;48,47;32,68;51,38;17,64;0,42;;;
2018.11.22;48,46;38,60;51,39;16,82;0,83;;;
2018.11.23;46,77;16,57;50,95;16,31;0,23;;;
2018.11.24;47,08;8,33;51,96;17,19;0,16;;;
2018.11.25;46,73;26,47;50,71;15,51;0,01;;;
2018.11.26;47,16;8,34;51,28;16,08;0,47;;;
2018.11.27;49,34;37,00;51,81;18,08;0,26;;;
2018.11.28;48,95;26,79;53,11;18,82;1,33;;;
2018.11.29;49,73;29,06;52,83;18,72;0,57;;;
2018.11.30;48,52;27,23;53,44;17,58;1,59;;;
2018.12.01;50,11;37,10;53,49;15,29;0,82;;;
2018.12.02;47,76;37,10;52,27;15,1;0,03;;;
2018.12.03;47,82;27,23;53,53;17,01;0,22;;;
2018.12.04;48,56;31,95;52,18;16,57;1,35;;;
2018.12.05;45,94;28,51;50,54;14,78;0,99;;;
2018.12.06;42,68;21,06;48,61;15,05;2,52;;;
2018.12.07;42,32;15,81;48,52;14,92;0,79;;;
2018.12.08;46,77;37,11;48,46;15,25;0,24;;;
2018.12.09;41,15;20,24;47,61;14,01;0,72;;;
2018.12.10;41,04;10,27;48,39;14,77;1,17;;;
2018.12.11;45,38;23,77;49,97;15,61;1,71;;;
2018.12.12;45,57;28,39;48,86;15,15;1,11;;;
2018.12.13;45,03;28,57;48,96;13,42;0,26;;;
2018.12.14;42,15;16,74;48,54;12,63;0,11;;;
2018.12.15;42,14;18,86;47,92;14,23;0,99;;;
2018.12.16;39,52;0,17;48,03;15,12;2,03;;;
2018.12.17;41,37;0,92;49,47;14,18;0,48;;;
2018.12.18;41,79;28,17;48,20;13,6;1,3;;;
2018.12.19;42,34;18,10;48,64;13,51;2,27;;;
2018.12.20;40,56;4,93;48,92;14,07;0,51;;;
2018.12.21;44,97;28,84;49,56;12,97;0;;;
2018.12.22;43,23;24,49;48,20;13,94;0,13;;;
2018.12.23;37,77;19,85;48,34;13,41;0,39;;;
2018.12.24;40,21;22,14;48,81;13,41;0,88;;;
2018.12.25;34,78;4,79;47,65;12,56;1,36;;;
2018.12.26;39,50;4,96;48,46;13,65;1,4;;;
2018.12.27;44,28;24,75;49,53;11,31;0,81;;;
2018.12.28;41,62;26,74;48,89;9,68;0,15;;;
2018.12.29;41,24;22,50;48,32;9,05;0,31;;;
2018.12.30;35,15;9,45;47,63;10,31;0,77;;;
2018.12.31;40,79;16,55;49,17;9,78;0,35;;;
2019.01.01;19,98;1,84;48,12;9,93;3,38;;;
2019.01.02;37,76;5,39;49,44;11,83;2,53;;;
2019.01.03;39,03;15,87;47,98;11,68;0,7;;;
2019.01.04;34,11;0,19;48,06;13,2;1,05;;;
2019.01.05;39,59;17,82;47,48;12,97;0,89;;;
2019.01.06;38,34;16,02;47,75;10,11;0,77;;;
2019.01.07;39,96;12,36;47,96;10,2;0,41;;;
2019.01.08;40,38;15,79;48,77;8,29;1,1;;;
2019.01.09;34,96;0,70;46,39;7,4;0,21;;;
2019.01.10;25,75;0,35;47,00;10,81;1,33;;;
2019.01.11;28,73;0,07;48,95;12,03;1,18;;;
2019.01.12;37,55;20,04;48,09;10,98;2,85;;;
2019.01.13;27,69;1,58;49,94;10,79;1,33;;;
2019.01.14;41,59;3,17;50,25;11,33;0,2;;;
2019.01.15;36,23;16,64;49,35;11,03;2,34;;;
2019.01.16;40,63;3,21;51,05;10,75;1,46;;;
2019.01.17;40,48;20,65;51,29;9,3;0,27;;;
2019.01.18;38,66;9,26;51,34;8,82;0,01;;;
2019.01.19;30,18;9,27;52,75;9,27;0,11;;;
2019.01.20;29,74;0,08;53,52;11,03;0,76;;;
2019.01.21;41,16;0,98;53,30;11,06;3,59;;;
2019.01.22;43,58;20,27;53,62;11,42;0,31;;;
2019.01.23;38,15;0,72;53,01;12,02;0,77;;;
2019.01.24;39,31;0,33;53,85;14,41;1,19;;;
2019.01.25;41,21;20,28;54,26;13,15;0,69;;;
2019.01.26;37,54;9,47;54,05;14,09;1,93;;;
2019.01.27;35,27;1,00;54,01;12,6;0,63;;;
2019.01.28;41,99;9,47;54,30;12,5;0,24;;;
2019.01.29;38,71;6,87;53,40;12,81;0,19;;;
2019.01.30;34,24;1,65;52,89;14,45;2,17;;;
2019.01.31;34,60;16,58;53,13;14,15;1,08;;;
2019.02.01;37,45;8,37;54,54;13,14;0,4;;;
2019.02.02;41,97;21,69;54,79;12,06;0;;;
2019.02.03;31,27;20,37;53,95;13,41;0;;;
2019.02.04;42,18;1,00;54,25;13,28;0;;;
2019.02.05;43,07;33,67;54,16;14,79;0,06;;;
2019.02.06;45,45;20,52;54,99;14,13;1,58;;;
2019.02.07;42,69;21,84;54,23;12,65;0,73;;;
2019.02.08;43,95;2,33;54,32;12,26;0,94;;;
2019.02.09;47,08;27,48;54,12;12,16;0,5;;;
2019.02.10;42,31;0,34;54,51;11,43;0,3;;;
2019.02.11;44,78;33,45;54,70;11,07;0,02;;;
2019.02.12;38,60;3,36;54,63;14,4;0,65;;;
2019.02.13;44,48;33,61;54,41;14,21;1,01;;;
2019.02.14;44,62;26,60;54,45;12,93;0,65;;;
2019.02.15;43,82;25,96;53,90;13,03;0,32;;;
2019.02.16;43,05;25,88;54,90;11,98;0,08;;;
2019.02.17;38,40;0,00;55,56;11,79;0,08;;;
2019.02.18;47,14;33,88;55,12;12,02;0;;;
2019.02.19;47,05;33,20;53,86;13,09;0;;;
2019.02.20;46,77;21,02;53,96;13,3;0,07;;;
2019.02.21;45,49;30,83;53,70;13,01;0,12;;;
2019.02.22;47,18;15,36;54,05;13,87;0,24;;;
2019.02.23;42,61;13,32;53,47;13,23;0,72;;;
2019.02.24;29,60;0,83;53,75;13,96;0,26;;;
2019.02.25;44,48;24,02;53,73;14,62;0,1;;;
2019.02.26;45,91;23,71;54,23;15,57;0,49;;;
2019.02.27;45,89;20,93;53,42;13,52;0,54;;;
2019.02.28;45,90;4,98;54,04;10,25;0,48;;;
2019.03.01;46,53;26,37;54,16;11,68;0,01;;;
2019.03.02;45,65;26,13;53,28;12,9;0,14;;;
2019.03.03;40,20;8,17;53,49;12,94;0,55;;;
2019.03.04;46,01;20,59;54,21;12,9;0,35;;;
2019.03.05;49,32;36,60;53,65;14,36;-9,7;;;
2019.03.06;45,12;20,73;52,29;14,27;-9,64;;;
2019.03.07;47,32;25,71;52,12;14,92;-9,38;;;
2019.03.08;45,59;25,75;51,62;13,6;-10;;;
2019.03.09;43,66;20,64;51,64;17,2;-10;;;
2019.03.10;40,06;10,44;51,88;14,99;-9,96;;;
2019.03.11;41,08;20,64;51,65;16,7;-9,97;;;
2019.03.12;42,64;20,68;51,43;16,22;-8,81;;;
2019.03.13;42,62;20,56;50,94;17,59;-9,65;;;
2019.03.14;45,23;20,48;51,31;14,59;-9,52;;;
2019.03.15;44,82;20,46;50,83;14,7;-9,27;;;
2019.03.16;40,53;20,45;50,68;13,38;-9,31;;;
2019.03.17;30,02;3,23;50,70;15,81;-9,76;;;
2019.03.18;42,11;20,45;51,04;14,87;-10;;;
2019.03.19;47,73;25,33;51,72;16,39;-10;;;
2019.03.20;48,40;41,58;50,43;17,42;-9,92;;;
2019.03.21;40,54;20,35;49,76;17,9;-9,98;;;
2019.03.22;39,95;4,82;49,80;17,63;-9,98;;;
2019.03.23;39,46;0,80;48,83;17;-9,67;;;
2019.03.25;40,50;10,16;50,05;14,54;-9,55;;;
2019.03.26;47,15;39,99;48,94;15,38;-9,98;;;
2019.03.27;47,10;25,64;49,48;15,62;-9,46;;;
2019.03.28;42,48;15,65;49,07;16,29;-9,76;;;
2019.03.29;30,44;2,74;47,88;15,02;-8,71;;;
2019.03.30;39,24;18,92;48,36;15,21;1,88;;;
2019.03.31;22,67;0,79;47,88;14,41;1,62;;;
2019.04.01;40,95;12,61;48,72;14,65;0,37;;;
2019.04.02;43,71;32,19;49,59;14,66;0,44;;;
2019.04.03;45,41;27,36;49,71;15,25;0,39;;;
2019.04.04;44,00;27,45;49,02;16,91;0,28;;;
2019.04.05;44,10;28,47;48,67;17,02;0,14;;;
2019.04.06;39,96;22,27;48,62;16,9;0,38;;;
2019.04.07;19,57;0,80;47,91;18,53;0,25;;;
2019.04.08;36,67;12,73;48,27;18,74;0,74;;;
2019.04.09;33,34;21,95;47,56;18,35;0,7;;;
2019.04.10;29,40;1,56;47,06;16,7;1,03;;;
2019.04.11;21,36;3,12;46,89;16,2;0,71;;;
2019.04.12;29,94;0,77;46,97;17,25;0,35;;;
2019.04.13;20,92;0,15;46,21;19,85;0,38;;;
2019.04.14;9,60;0,00;45,90;23,75;0,54;;;
2019.04.15;34,51;15,30;46,77;18,55;0,45;;;
2019.04.16;28,07;4,57;45,67;15,86;0,88;;;
2019.04.17;27,12;1,17;46,25;16,32;0,4;;;
2019.04.18;22,46;0,72;44,50;15,93;0,3;;;
2019.04.19;19,06;0,15;42,76;16,23;0,35;;;
2019.04.20;21,73;3,06;35,12;14,37;0,42;;;
2019.04.21;10,77;0,00;36,65;14,33;1;;;
